;id;nome_pt-br;name_en-us
2277;C0563F ;Lagarto recheado com presunto e queijo, (carne, boi, lagarto, cozida, c/ presunto e queijo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Eye of round filled with ham and mozarella, (meat, beef, eye of round, cooked, with ham and mozarella, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2278;C0564F ;Lagarto recheado com presunto e queijo, (carne, boi, lagarto, cozida, c/ presunto e queijo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal),  ; Eye of round filled with ham and mozarella, (meat, beef, eye of round, cooked, with ham and mozarella, with tomato sauce (tomato, with oil, onion and garlic), unsalted) 
2279;C0053L ;Lanche brasileiro (biscoito, doce, maisena, c/ café, infusão 10%, c/ açúcar),  ; Brazilian snack (biscuit, sweet, corn starch, with coffee, 10% infusion, with sugar) 
2280;C0052L ;Lanche brasileiro (bolo trigo, s/ cobertura e s/ recheio, c/ café, infusão 10%, c/ açúcar),  ; Brazilian snack (white cake, without topping and filling, with coffee, 10% infusion, with sugar) 
2281;C0056L ;Lanche brasileiro (leite integral, c/ biscoito de maisena),  ; Brazilian snack (whole milk, with biscuit, sweet, corn starch) 
2282;C0055L ;Lanche brasileiro (leite integral, c/ pão francês),  ; Brazilian snack (whole milk, with french bread) 
2283;C0054L ;Lanche brasileiro (pão francês, c/ margarina, c/ sal, c/ café, infusão 10%, c/ açúcar),  ; Brazilian snack (french bread, with butter, with salt, with coffee, 10% infusion, with sugar) 
2284;C0018C ;Laranja, Baía, in natura, Citrus sinensis, ; Orange, ´Baía´, raw 
2285;C0017C ;Laranja, in natura, Citrus spp., ; Orange, raw 
2286;C0019C ;Laranja, Lima, in natura, Citrus sinensis (L.) Osbeck, ; Orange, ´Lima´, raw 
2287;C0020C ;Laranja, Pera, in natura, Citrus sinensis, ; Orange, ´Pera´, raw 
2288;C0021C ;Laranja, Seleta, in natura, Citrus aurantium L., ; Orange, ´Seleta´, raw 
2289;C1025B ;Lasanha, abobrinha, c/ molho bolonhesa, caseira, c/ sal, (abobrinha grelhada, c/ queijo muçarela, c/ molho bolonhesa (carne moída - patinho, tomate, cebola, alho, c/ óleo de soja), c/ sal),  ; Lasagna, zucchini, with bolognese sauce, homemade, with salt, (grilled zucchini, with mozzarella cheese, with bolognese sauce (ground beef - knucle, tomato, onion, garlic, with soy oil), with salt) 
2290;C0682B ;Lasanha, berinjela, c/ frios, caseira, c/ sal, (berinjela grelhada, c/ muçarela, presunto, c/ molho de tomate (tomate, c/ óleo, cebola e alho) c/ sal),  ; Lasagna, eggplant, mixed homemade, with salt, (grilled eggplant, with mozzarella, ham, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2291;C0683B ;Lasanha, berinjela, c/ frios, caseira, s/ sal, (berinjela grelhada, c/ muçarela, presunto, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal),  ; Lasagna, eggplant, mixed homemade, unsalted, (grilled eggplant, with mozzarella, ham, with tomato sauce (tomato, with oil, onion and garlic), unsalted) 
2292;C0684B ;Lasanha, berinjela, c/ molho bolonhesa, caseira, c/ sal, (berinjela grelhada, c/ muçarela, c/ molho bolonhesa (carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja), c/ sal),  ; Lasagna, eggplant, with bolognese sauce, homemade, with salt, (grilled eggplant, with mozzarella, with bolognese sauce (meat beef - knucle ground, tomato, onion, garlic, with soy oil), with salt) 
2293;C0395A ;Lasanha, bolonhesa, caseira, assada, (massa lasanha fresca, carne bovina moída acém, refogada, queijo muçarela, c/ molho branco, c/molho de tomate, c/ óleo, cebola e alho, c/ sal),  ; Pasta, lasagna, bolognese, homemade, baked, (pasta lasagna, meat, beef, neck/chuck eye, ground, braised, mozzarella cheese, with white sauce, tomato sauce, with oil, onion, garlic and salt) 
2294;C0112A ;Lasanha, bolonhesa, congelada, Sadia,  ; Pasta, lasagna, bolognese, frozen 
2295;C0099N ;Lasanha, cogumelos com ricota, light, caseira, (massa lasanha fresca, c/ cogumelo Paris e Shiitake, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Lasagna, mushrooms with ricotta cheese, light, homemade, (lasagna pasta, with Paris and shiitake mushrooms, with ricotta cheese, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2296;C0087N ;Lasanha, frango com ricota, light, caseira (massa lasanha fresca, c/ peito de frango, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), (massa lasanha fresca, c/ peito de frango, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Lasagna, chicken with ricotta cheese, light, homemade, (lasagna pasta, with breast chicken, with ricotta cheese, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2297;C0561A ;Lasanha, frios, caseira, (massa lasanha, fresca,  c/ queijo muçarela, presunto, c/ molho de tomate (tomate, c/ óleo, cebolha e alho), c/ sal),  ; Lasagna, mixed, homemade, (pasta lasagna, with mozzarella cheese, ham, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2298;C0559A ;Lasanha, frutos do mar, caseira, (massa lasanha fresca, frutos do mar - camarão, lula, mexilhão, c/ muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Lasagna, seafood, homemade, (pasta lasagna, seafood - shrimp, squid, mussel, with mozzarella, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2299;C0576A ;Lasanha, legumes, (massa com farinha trigo, c/ vegetais - cenoura, vagem, abobrinha, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho) c/ sal,  ; Lasagna, vegetables, (pastry with wheat flour, with vegetables - carrot, green beans, zucchini, mozzarella, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2300;C0109A ;Lasanha, massa fresca, c/ ovos, industrializada, cozida,  ; Pasta, lasagna, industrialized, cooked 
2301;C0110A ;Lasanha, massa fresca, c/ ovos, industrializada, crua,  ; Pasta, lasagna, raw 
2302;C0115A ;Lasanha, mini, bolonhesa, congelada, Sadia,  ; Pasta, lasagna, bolognese, frozen 
2303;C0558A ;Lasanha, peito de frango, caseira, (massa lasanha fresca, peito de frango, c/ muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Lasagna, breast chicken, homemade, (pasta lasagna, breast chicken, with mozzarella, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2304;C0111A ;Lasanha, pronta, industrializada (média diferentes sabores),  ; Pasta, lasagna, ready-to-eat, industrialized (average of several flavours) 
2305;C0798A ;Lasanha, pronta, industrializada, congelada (média de diferentes sabores),  ; Pasta, lasagna, ready-to-eat, industrialized, frozen (average of several flavours) 
2306;C0076N ;Lasanha, pronta, industrializada, light,  ; Pasta, lasagna, ready-to-eat, industrialized, light 
2307;C0113A ;Lasanha, quatro queijos, congelada, Sadia,  ; Pasta, lasagna, four cheese, frozen 
2308;C0894A ;Lasanha, queijos, c/ molho branco, c/ sal, caseira, (massa lasanha fresca, quejo muçarela, prato, requeijão e parmesão, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal),  ; Lasagna, cheese, with white sauce, with salt, homemade, (pasta lasagna, mozzarella, prato, spread and parmesan cheese, with white sauce (milk, butter and flour wheat), with salt) 
2309;C0088N ;Lasanha, ricota com espinafre, light, caseira, (massa lasanha fresca, c/ espinafre, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Lasagna, ricotta cheese and spinhach, light, homemade, (lasagna pasta, with spinach, with ricotta cheese, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2310;C0560A ;Lasanha, vegetais, caseira, (massa lasanha fresca, vegetais - cenoura, vagem, abobrinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Lasagna, vegetables, homemade, (pasta lasagna, vegetables - carrot, green bean, zucchini, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2311;C0089N ;Lasanha, vegetariana, light, caseira, (massa lasanha fresca, c/ cenoura e brócolis, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Lasagna, vegetarian, light, homemade, (lasagna pasta, with carrot and broccoli, with ricotta cheese, with tomato sauce (tomato, with oil, onion and garlic), with salt) 
2312;C0114A ;Lasanha, verde, bolonhesa, congelada, Sadia,  ; Pasta, lasagna, green, bolognese, frozen 
2313;C0723B ;Legumes à parmegiana, c/ sal, (abobrinha e berinjela, à milanesa (farinha de trigo, ovo e farinha de rosca, frita em imersão), c/ molho de tomate (tomate, c/ óleo, cebola e alho), muçarela, c/ sal),  ; Breaded vegetables, with salt, (zucchini and eggplant, breaded (wheat flour, egg and breadcrumbs, deep fry), with tomato sauce (tomato, with oil, onion and garlic), mozzarella , with salt) 
2314;C0724B ;Legumes gratinados, c/ molho branco, c/ queijo parmesão, c/ sal, (vagem, chuchu, abobrinha, brócolis, cenoura, couve-flor, c/ molho branco (farinha de trigo, manteiga e leite), queijo parmesão, c/ sal),  ; Gratin vegetables, with white sauce, with parmesan cheese, with salt, (green bean, chayote, zucchini, broccoli, carrot, cauliflower, with white sauce (wheat flour, butter and milk), parmesan cheese, with salt) 
2315;C0719B ;Legumes refogados, c/ sal, (abobrinha, brócolis, couve-flor, tomate, c/ óleo e cebola, c/ sal),  ; Braised vegetables, with salt, (zucchini, broccoli, cauliflower, tomato, with oil, onion, with salt) 
2316;C0095B ;Legumes, seleta, enlatada, drenada,  ; Vegetables, mixed, canned, drained 
2317;C0027G ;Leite, búfala,  integral,  ; Milk, Indian buffalo, whole 
2318;C0029G ;Leite, cabra, desnatado, fluído,  ; Milk, goat, low fat, fluid 
2319;C0143G ;Leite, cabra, integral, em pó,  ; Milk, goat, whole, powder 
2320;C0028G ;Leite, cabra, integral, fluído,  ; Milk, goat, whole, fluid 
2321;C0025G ;Leite, humano, colostro,  ; Human milk, colostrum 
2322;C0026G ;Leite, humano, maduro (média de diferentes amostras),  ; Human milk (average of several samples) 
2323;C0146G ;Leite, Nan Comfort 2, reconstituído, s/ açúcar,  ; , Milk, Nan Comfort 2, reconstituted 
2324;C0147G ;Leite, Nestogeno 1, reconstituído, s/ açúcar,  ; , Milk, Nan Comfort 1, reconstituted 
2325;C0032G ;Leite, vaca, c/ café, em pó,  ; Milk, cow, with coffee, powder 
2326;C0034G ;Leite, vaca, c/ chocolate, Toddynho,  ; Milk, cow, with chocolate 
2327;C0035G ;Leite, vaca, c/ chocolate, em pó,  ; Milk, cow, with chocolate, powder 
2328;C0033G ;Leite, vaca, c/ chocolate, fluído,  ; Milk, cow, with chocolate, fluid 
2329;C0037G ;Leite, vaca, c/chocolate, desnatado, Toddynho,  ; Milk, cow, with, chocolate, low fat 
2330;C0030G ;Leite, vaca, condensado,  ; Milk, cow, condensed 
2331;C0038G ;Leite, vaca, desnatado, em pó,  ; Milk, cow, low fat, powder 
2332;C0036G ;Leite, vaca, desnatado, fluído (média de diferentes amostras),  ; Milk, cow, low fat, fluído (average of several samples) 
2333;C0070G ;Leite, vaca, desnatado, UHT, Vigor,  ; Milk, cow, low fat, UHT 
2334;C0031G ;Leite, vaca, fermentado,  ; Leite, cow, cultured 
2335;C0094N ;Leite, vaca, fluído, s/ lactose, integral,  ; Milk, cow, lactose free, whole 
2336;C0139N ;Leite, vaca, fluído, s/ lactose, semi-desnatado,  ; Milk, cow, lactose free, reduced fat 
2337;C0041G ;Leite, vaca, integral, em pó, Ninho,  ; Milk, cow, whole, powder 
2338;C0039G ;Leite, vaca, integral, em pó (média de várias amostras),  ; Milk, cow, whole, powder (average of several samples) 
2339;C0042G ;Leite, vaca, integral, em pó, enriquecido c/ vitaminas A e E,  ; Milk, cow, whole, powder, with vitamins A and E 
2340;C0043G ;Leite, vaca, integral, fluído,  ; Milk, cow, whole, fluid 
2341;C0040G ;Leite, vaca, integral, instantâneo, em pó, Ninho,  ; Milk, cow, whole, powder 
2342;C0045G ;Leite, vaca, integral, orgânico,  ; Milk, cow, whole, organic 
2343;C0044G ;Leite, vaca, integral, UHT (média de diferentes amostras),  ; Milk, cow, whole, UHT (average of several samples) 
2344;C0046G ;Leite, vaca, semidesnatado, UHT,  ; Milk, cow, reduced fat, organic 
2345;C0121T ;Lentilha, cozida, c/ linguiça calabresa, c/ óleo, cebola e alho, c/ sal,  ; Lentils, cooked, with calabrese sausage, with oil, onion and garlic, with salt 
2346;C0120T ;Lentilha, cozida, c/ toucinho defumado (bacon), c/ óleo, cebola e alho, c/ sal,  ; Lentils, cooked, with bacon, with oil, onion and garlic, with salt 
2347;C0078T ;Lentilha, cozida, drenada, c/ óleo, cebola e alho, c/ sal, Lens culinaris, ; Lentils, cooked, drained, with oil and spices, with salt 
2348;C0077T ;Lentilha, cozida, drenada, c/ óleo, cebola e alho, s/ sal, Lens culinaris, ; Lentils, cooked, drained, with oil and spices, unsalted 
2349;C0256T ;Lentilha, cozida, drenada, s/ óleo, c/ sal, Lens culinaris, ; Lentil, cooked, drained, without oil, with salt 
2350;C0018T ;Lentilha, cozida, drenada, s/ óleo, s/ sal, Lens culinaris, ; Lentil, cooked, drained, without oil, unsalted 
2351;C0019T ;Lentilha, crua, Lens culinaris, ; Lentil, raw 
2352;C0062C ;Limão, cravo, in natura, Citrus limoniaI Osbeck, ; Lemon, ´Cravo´, in natura 
2353;C0777B ;Lingua de vaca, cozida, s/ óleo, s/ sal, Talinum Patens Wand, ; Brazilian leaf, ´Língua de vaca´, cooked, without oil, unsalted 
2354;C0776B ;Lingua de vaca, crua, Talinum Patens Wand, ; Brazilian leaf, ´Língua de vaca´, raw 
2355;C0901F ;Linguiça, calabresa, à milanesa, (farinha de trigo, ovo e farinha de rosca), frita em imersão (c/ óleo de soja), c/ sal,  ; Sausage, calabrese, breaded, (wheat flour, egg and breadcrumbs), deep fry (with soy oil), with salt) 
2356;C0899F ;Linguiça, calabresa, assada no forno, s/ óleo, c/ sal,  ; Sausage, calabrese, roasted in oven, without oil, with salt 
2357;C0900F ;Linguiça, calabresa, cozida, c/ óleo de soja, c/ sal,  ; Sausage, calabrese, cooked, with soy oil, with salt 
2358;C0896F ;Linguiça, calabresa, cozida, s/ óleo, c/ sal,  ; Sausage, calabrese, cooked, without oil, with salt 
2359;C0898F ;Linguiça, calabresa, frita, c/ óleo de soja, c/ sal,  ; Sausage, calabrese, fried, with soy oil, with salt 
2360;C0897F ;Linguiça, calabresa, refogada (c/ óleo, cebola e alho), c/ sal,  ; Sausage, calabrese, braised (with oil, onion and garlic), with salt 
2361;C0180F ;Linguiça, crua (média de vários tipos),  ; Sausage, raw (average of several types) 
2362;C0185F ;Linguiça, frango, crua,  ; Sausage, chicken, raw 
2363;C0186F ;Linguiça, frango, crua, Sadia,  ; Sausage, chicken, raw 
2364;C0187F ;Linguiça, frango, crua, Seara,  ; Sausage, chicken, raw 
2365;C0812F ;Linguiça, frango, fresca, frita (c/ óleo de soja), s/ sal,  ; Sausage, chicken, fresh, fried (with soy oil), unsalted 
2366;C0839F ;Linguiça, frango, fresca, frita, c/ adição de gordura, c/ sal,  ; Sausage, chicken, fresh, fried, with oil, with salt 
2367;C0188F ;Linguiça, frango, grelhada,  ; Sausage, chicken, grilled 
2368;C0762F ;Linguiça, frango/porco, fresca, crua,  ; Sausage, chicken/pork, fresh, raw 
2369;C0766F ;Linguiça, frango/porco, fresca, frita (c/ óleo de soja), c/ sal,  ; Sausage, chicken/pork, fresh, fried (with soy oil), with salt 
2370;C0765F ;Linguiça, frango/porco, fresca, frita (c/ óleo de soja), s/ sal,  ; Sausage, chicken/pork, fresh, fried (with soy oil), unsalted 
2371;C0770F ;Linguiça, frango/porco, fresca, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal,  ; Sausage, chicken/pork, fresh, grilled/roasted (tomato, with oil, onion and garlic), with salt 
2372;C0769F ;Linguiça, frango/porco, fresca, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal,  ; Sausage, chicken/pork, fresh, grilled/roasted (tomato, with oil, onion and garlic), unsalted 
2373;C0764F ;Linguiça, frango/porco, fresca, grelhada/assada, s/ óleo, c/ sal,  ; Sausage, chicken/pork, fresh, grilled/roasted, without oil, with salt 
2374;C0763F ;Linguiça, frango/porco, fresca, grelhada/assada, s/ óleo, s/ sal,  ; Sausage, chicken/pork, fresh, grilled/roasted, without oil, unsalted 
2375;C0768F ;Linguiça, frango/porco, fresca, refogada (c/ óleo, cebola e alho), c/ sal,  ; Sausage, chicken/pork, fresh, braised (with oil, onion and garlic), with salt 
2376;C0767F ;Linguiça, frango/porco, fresca, refogada (c/ óleo, cebola e alho), s/ sal,  ; Sausage, chicken/pork, fresh, braised (with oil, onion and garlic), unsalted 
2377;C0183F ;Linguiça, frita,  ; Sausage, fried 
2378;C0184F ;Linguiça, mista, defumada, crua, Sadia,  ; Sausage, mixed, smoked, raw 
2379;C0181F ;Linguiça, porco, defumada, crua (média de várias amostras),  ; Sausage, pork, smoked, raw (average of several samples) 
2380;C0182F ;Linguiça, porco, frescal, crua (média de várias amostras),  ; Sausage, pork, fresh, raw (average of several samples) 
2381;C0189F ;Linguiça, porco, grelhada,  ; Sausage, pork, grilled 
2382;C0191F ;Linguiça, tipo calabresa, fininha, Seara,  ; Sausage, calabrese 
2383;C0190F ;Linguiça, toscana, crua, Seara,  ; Sausage, tuscan, raw 
2384;C0006U ;Linhaça, semente, Linum usitatissimum L., ; Linseed, seed 
2385;C0192F ;Lombo, canadense, defumado,  ; Pork, loin, canadian, smoked 
2386;C0309E ;Lula ensopada com legumes, c/ sal, (lula, c/ legumes - cenoura, vagem, couve-flor, brócolis,champginon paris, tomate, pimentão, salsa, suco de limão, c/ óleo, cebola e alho, c/ pimenta do reino, c/ sal),  ; Squid stewed with vegetables, with salt, (squid, vegetables - carrot, pod, cauliflower, brocoli and white mushroom, tomato, bell pepper, parsley, lemon juice, with oil, onion and garlic, with black pepper, with salt) 
2387;C0310E ;Lula ensopada com legumes, s/ sal, (lula, c/ legumes - cenoura, vagem, couve-flor, brócolis,champginon paris, tomate, pimentão, salsa, suco de limão, c/ óleo, cebola e alho, c/ pimenta do reino, s/ sal),  ; Squid stewed with vegetables, unsalted, (squid, vegetables - carrot, pod, cauliflower, brocoli and white mushroom, tomato, bell pepper, parsley, lemon juice, with oil, onion and garlic, with black pepper, unsalted) 
2388;C0341E ;Lula recheada com camarão, (lula, camarão, palmito, tomate, vinho branco, pimenta do reino, cheiro verde, c/ molho de tomate, c/ óleo, cebola e alho, c/ sal),  ; Mussel stuffed with shrimp, (mussel, shrimp, heart of palm, tomato, white wine, black pepper, chive and parsley, with tomato sauce, with oil, onion and garlic, with salt) 
2389;C0172C ;Maçã , verde, s/ casca, in natura, Malus domestica, ; Apple, green,  peeled, raw 
2390;C0109K ;Maçã do amor, (maçã, c/ casca, c/ calda de açúcar),  ; Candy apple, (apple, with peel, with sugar syrup) 
2391;C0063C ;Maçã, Argentina, c/ casca, in natura, Malus domestica, ; Apple, ´Argentina´,  unpeeled, raw 
2392;C0023C ;Maçã, c/ casca, in natura, Malus spp., ; Apple, ´Argentina´,  unpeeled, raw 
2393;C0064C ;Maçã, Fuji, c/ casca, in natura, Malus domestica, ; Apple, ´Fuji´,  unpeeled, raw 
2394;C0014U ;Macadâmia, crua, s/ sal, Macadamia ternifolia, ; Nuts, macadamia, raw 
2395;C1044A ;Macarrão cremoso, c/ sal, (macarrão de trigo, queijo muçarela, queijo parmesão, presunto, creme de leite, requeijão, c/ sal),  ; Creamy pasta, with salt, (wheat pasta, mozzarella cheese, parmesan cheese, ham, milk cream, spread cheese, with salt) 
2396;C0945A ;Macarrão de arroz, com legumes e camarão, c/ molho shoyu, (macarrão de arroz, camarão, acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu),  ; Rice noodles, with vegetables and shrimp, with shoyu, (rice noodles, shrimp, chard, bean sprouts, bell pepper, carrot, broccoli, Paris mushroom, onion, chives, with sesame oil, with shoyu sauce) 
2397;C0942A ;Macarrão de arroz, com legumes e carne bovina, c/ molho shoyu, (macarrão de arroz, carne bovina (coxão mole), acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu),  ; Rice noodles, with vegetables and meat beef, with shoyu, (rice noodles, meat beef (top side, round - lower), chard, bean sprouts, bell pepper, carrot, broccoli, Paris mushroom, onion, chives, with sesame oil, with shoyu sauce) 
2398;C0944A ;Macarrão de arroz, com legumes e carne suína, c/ molho shoyu, (macarrão de arroz, carne suína (lombo), acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu),  ; Rice noodles, with vegetables and pork, with shoyu, (rice noodles, pork (loin), chard, bean sprouts, bell pepper, carrot, broccoli, Paris mushroom, onion, chives, with sesame oil, with shoyu sauce) 
2399;C0943A ;Macarrão de arroz, com legumes e peito de frango, c/ molho shoyu, (macarrão de arroz, peito de frango, acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu),  ; Rice noodles, with vegetables and breast chicken, with shoyu, (rice noodles, breast chicken, chard, bean sprouts, bell pepper, carrot, broccoli, Paris mushroom, onion, chives, with sesame oil, with shoyu sauce) 
2400;C0941A ;Macarrão de arroz, com legumes, c/ molho shoyu, (macarrão de arroz, ovo mexido, acelga, broto de feijão, pimentão, cenoura, brócolis, cogumelo Paris, cebola, cebolinha, c/ óleo de gergelim, c/ molho shoyu),  ; Rice noodles, with vegetables, with shoyu, (rice noodles, scrambled egg, chard, bean sprouts, bell pepper, carrot, broccoli, Paris mushroom, onion, chives, with sesame oil, with shoyu sauce) 
2401;C1045A ;Macarrão gratinado, c/ sal, (macarrão de trigo, queijo muçarela, peito de peru, queijo muçarela e queijo parmesão, creme de leite, orégano, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal),  ; Gratin pasta, with salt, (wheat pasta, mozzarella cheese, turkey breast, mozzarella cheese and parmesan cheese, milk cream, oregano, with tomato sauce (tomato, with oil, onion and garlic), with salt ) 
2402;C0937A ;Macarrão, arroz, cozido, s/ óleo, s/ sal,  ; Pasta (noodles), rice, boiled, without oil, unsalted 
2403;C0238A ;Macarrão, c/ molho bolonhesa, c/ sal, (macarrão - espaguete, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja),  ; Pasta, with bolognese sauce, with salt, (pasta - espagete, meet beef - knucle ground, tomato, onion, garlic, with soy oil) 
2404;C0891A ;Macarrão, c/ molho bolonhesa, c/ sal, (macarrão - espaguete, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja, c/ sal),  ; Pasta, with bolognese sauce, with salt, (pasta - espagete, meet beef - knucle ground, tomato, onion, garlic, with soy oil, with salt) 
2405;C0192A ;Macarrão, c/ molho bolonhesa, s/ sal, (macarrão - espaguete, carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja, s/ sal),  ; Pasta, with bolognese sauce, unsalted, (pasta - espagete, meet beef - knucle ground, tomato, onion, garlic, with soy oil, unsalted) 
2406;C0885A ;Macarrão, carbonara, c/ sal, (macarão, trigo, cozido, ovo de galinha, c/ toucinho defumado (bacon), c/ queijo parmesão, c/ pimenta-do-reino, c/ sal,  ; Pasta, carbana, with salt, (boiled wheat pasta, chicken egg, with bacon, with parmesan cheese, with black pepper, with salt 
2407;C0905A ;Macarrão, carbonara, c/ sal, (macarrão, trigo integral, cozido, ovo de galinha, c/ toucinho defumado (bacon), c/ queijo parmesão, c/ pimenta-do-reino, c/ sal),  ; Pasta, carbonara, with salt, (boiled whole wheat pasta, chicken egg, with bacon, with parmesan cheese, with black pepper, with salt) 
2408;C0903A ;Macarrão, carbonara, s/ sal, (macarrão, trigo, cozido, ovo de galinha, c/ toucinho defumado (bacon), c/ queijo parmesão, c/ pimenta-do-reino, s/ sal),  ; Pasta, carbonara, unsalted, (boiled wheat pasta, chicken egg, with bacon, with parmesan cheese, with black pepper, unsalted) 
2409;C0907A ;Macarrão, carbonara, s/ sal, (macarrão, trigo integral, cozido, ovo de galinha, c/ toucinho defumado (bacon), c/ queijo parmesão, c/ pimenta-do-reino, s/ sal),  ; Pasta, carbonara, unsalted, (boiled whole wheat pasta, chicken egg, with bacon, with parmesan cheese, with black pepper, unsalted) 
2410;C0909A ;Macarrão, trigo cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), c/ sal,  ; Pasta, wheat, boiled, with pesto sauce (olive oil, parmesan cheese, basil, nut, garlic, with black pepper), with salt 
2411;C0910A ;Macarrão, trigo cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), s/ sal,  ; Pasta, wheat, boiled, with pesto sauce (olive oil, parmesan cheese, basil, nut, garlic, with black pepper), unsalted 
2412;C0904A ;Macarrão, trigo cozido, com ovo mexido, c/ toucinho defumado (bacon), s/ sal,  ; Pasta, wheat, boiled, scrambled egg, with bacon, unsalted 
2413;C0911A ;Macarrão, trigo integral cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), c/ sal,  ; Pasta, whole wheat, boiled, with pesto sauce (olive oil, parmesan cheese, basil, nut, garlic, with black pepper), with salt 
2414;C0912A ;Macarrão, trigo integral cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), s/ sal,  ; Pasta, whole wheat, boiled, with pesto sauce (olive oil, parmesan cheese, basil, nut, garlic, with black pepper), unsalted 
2415;C0906A ;Macarrão, trigo integral cozido, com ovo mexido, c/ toucinho defumado (bacon), c/ sal,  ; Pasta, whole wheat, boiled, scrambled egg, with bacon, with salt 
2416;C0908A ;Macarrão, trigo integral cozido, com ovo mexido, c/ toucinho defumado (bacon), s/ sal,  ; Pasta, whole wheat, boiled, scrambled egg, with bacon, unsalted 
2417;C0962A ;Macarrão, trigo integral, c/ atum em conserva, salsa, c/ azeite de oliva, c/ sal,  ; Pasta, whole wheat, with canned tuna, parsley, with olive oil, with salt 
2418;C0963A ;Macarrão, trigo integral, c/ atum em conserva, salsa, c/ azeite de oliva, s/ sal,  ; Pasta, whole wheat, with canned tuna, parsley, with olive oil, unsalted 
2419;C0598A ;Macarrão, trigo integral, c/ vegetais, c/ sal, (massa com trigo integral, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, c/ sal),  ; Pasta, whole wheat, with vegetables, with salt, (whole pastry with wheat, red and yellow bell pepper, zucchini, broccoli, carrot, with oil, onion and garlic, with salt) 
2420;C0599A ;Macarrão, trigo integral, c/ vegetais, s/ sal, (massa com trigo integral, pimentão vermelho e amarelo, abobrinha, brocólis, cenoura, c/ óleo, cebola e alho, s/ sal),  ; Pasta, whole wheat, with vegetables, unsalted, (whole pastry with wheat, red and yellow bell pepper, zucchini, broccoli, carrot, with oil, onion and garlic, unsalted) 
2421;C0960A ;Macarrão, trigo, c/ atum em conserva, salsa, c/ azeite de oliva, c/ sal,  ; Pasta, wheat, with canned tuna, parsley, with olive oil, with salt 
2422;C0961A ;Macarrão, trigo, c/ atum em conserva, salsa, c/ azeite de oliva, s/ sal,  ; Pasta, wheat, with canned tuna, parsley, with olive oil, unsalted 
2423;C1036A ;Macarrão, trigo, c/ atum fresco, salsa, c/ azeite de oliva, c/ sal,  ; Pasta, wheat, with fresh tuna, parsley, with olive oil, with salt 
2424;C1037A ;Macarrão, trigo, c/ atum fresco, salsa, c/ azeite de oliva, s/ sal,  ; Pasta, wheat, with fresh tuna, parsley, with olive oil, unsalted 
